"Product ID";"Active (0/1)";Name;Categories;"Price tax included";"Tax rules ID";"Wholesale price";"On sale (0/1)";"Discount amount";"Discount percent";"Discount from (yyyy-mm-dd)";"Discount to (yyyy-mm-dd)";"Reference #";"Supplier reference #";Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;"Minimal quantity";Visibility;"Additional shipping cost";"Unit for the unit price";"Unit price";"Short description";Description;Tags;"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Text when in stock";"Text when backorder allowed";"Available for order (0 = No, 1 = Yes)";"Product available date";"Product creation date";"Show price (0 = No, 1 = Yes)";"Image URLs";"Delete existing images (0 = No, 1 = Yes)";"Feature (Name:Value:Position:Customized)";"Available online only (0 = No, 1 = Yes)";Condition;"Customizable (0 = No, 1 = Yes)";"Uploadable files (0 = No, 1 = Yes)";"Text fields (0 = No, 1 = Yes)";"Action when out of stock";"ID / Name of shop";"Advanced Stock Management";"Depends on stock";Warehouse
3216;1;;"На Головну";0;1;0.000000;;;;;;Art-000402;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 25 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3217;1;;"На Головну";0;1;0.000000;;;;;;Art-000403;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 25 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3218;1;;"На Головну";0;1;0.000000;;;;;;Art-000404;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 27 білий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3219;1;;"На Головну";0;1;0.000000;;;;;;Art-000405;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 27 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3220;1;;"На Головну";0;1;0.000000;;;;;;Art-000406;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 27 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3221;1;;"На Головну";0;1;0.000000;;;;;;Art-000407;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 29 білий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3222;1;;"На Головну";0;1;0.000000;;;;;;Art-000408;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 29 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3223;1;;"На Головну";0;1;0.000000;;;;;;Art-000409;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 29 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3224;1;;"На Головну";0;1;0.000000;;;;;;Art-000410;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 31 білий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3225;1;;"На Головну";0;1;0.000000;;;;;;Art-000411;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 31 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3226;1;;"На Головну";0;1;0.000000;;;;;;Art-000412;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6332 31 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3227;1;;"На Головну";0;1;0.000000;;;;;;Art-000413;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 25 сахара";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3228;1;;"На Головну";0;1;0.000000;;;;;;Art-000414;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 25 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3229;1;;"На Головну";0;1;0.000000;;;;;;Art-000415;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 25 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3230;1;;"На Головну";0;1;0.000000;;;;;;Art-000416;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 27 сахара";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3231;1;;"На Головну";0;1;0.000000;;;;;;Art-000417;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 27 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3232;1;;"На Головну";0;1;0.000000;;;;;;Art-000418;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 27 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3233;1;;"На Головну";0;1;0.000000;;;;;;Art-000419;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 29 сахара";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3234;1;;"На Головну";0;1;0.000000;;;;;;Art-000420;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 29 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3235;1;;"На Головну";0;1;0.000000;;;;;;Art-000421;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 29 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3236;1;;"На Головну";0;1;0.000000;;;;;;Art-000422;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 31 сахара";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3237;1;;"На Головну";0;1;0.000000;;;;;;Art-000423;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 31 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3238;1;;"На Головну";0;1;0.000000;;;;;;Art-000424;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6333 31 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3239;1;;"На Головну";0;1;0.000000;;;;;;Art-000425;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6334 25 маріне меланж-чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3240;1;;"На Головну";0;1;0.000000;;;;;;Art-000426;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6334 25 метал меланж-чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3241;1;;"На Головну";0;1;0.000000;;;;;;Art-000427;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6334 27 маріне меланж-чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3242;1;;"На Головну";0;1;0.000000;;;;;;Art-000428;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6334 27 метал меланж-чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3243;1;;"На Головну";0;1;0.000000;;;;;;Art-000429;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6334 29 маріне меланж-чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3244;1;;"На Головну";0;1;0.000000;;;;;;Art-000430;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6334 29 метал меланж-чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3245;1;;"На Головну";0;1;0.000000;;;;;;Art-000431;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6338 25 темно-сірий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3246;1;;"На Головну";0;1;0.000000;;;;;;Art-000432;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6338 25 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3247;1;;"На Головну";0;1;0.000000;;;;;;Art-000433;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6338 27 темно-сірий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3248;1;;"На Головну";0;1;0.000000;;;;;;Art-000434;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6338 27 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3249;1;;"На Головну";0;1;0.000000;;;;;;Art-000435;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6338 29 темно-сірий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3250;1;;"На Головну";0;1;0.000000;;;;;;Art-000436;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6338 29 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3251;1;;"На Головну";0;1;0.000000;;;;;;Art-000437;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6338 31 темно-сірий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3252;1;;"На Головну";0;1;0.000000;;;;;;Art-000438;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6338 31 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3253;1;;"На Головну";0;1;0.000000;;;;;;Art-000439;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6339 25 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3254;1;;"На Головну";0;1;0.000000;;;;;;Art-000440;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6339 27 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3255;1;;"На Головну";0;1;0.000000;;;;;;Art-000441;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6339 29 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3256;1;;"На Головну";0;1;0.000000;;;;;;Art-000442;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6339 31 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3257;1;;"На Головну";0;1;0.000000;;;;;;Art-000443;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 25 коричневий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3258;1;;"На Головну";0;1;0.000000;;;;;;Art-000444;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 25 маріне";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3259;1;;"На Головну";0;1;0.000000;;;;;;Art-000445;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 25 сахара";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3260;1;;"На Головну";0;1;0.000000;;;;;;Art-000446;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 25 тем.-сірий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3261;1;;"На Головну";0;1;0.000000;;;;;;Art-000447;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 25 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3262;1;;"На Головну";0;1;0.000000;;;;;;Art-000448;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 27 коричневий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3263;1;;"На Головну";0;1;0.000000;;;;;;Art-000449;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 27 маріне";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3264;1;;"На Головну";0;1;0.000000;;;;;;Art-000450;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 27 сахара";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3265;1;;"На Головну";0;1;0.000000;;;;;;Art-000451;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 27 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3266;1;;"На Головну";0;1;0.000000;;;;;;Art-000452;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 29 коричневий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3267;1;;"На Головну";0;1;0.000000;;;;;;Art-000453;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 29 маріне";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3268;1;;"На Головну";0;1;0.000000;;;;;;Art-000454;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 29 сахара";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3269;1;;"На Головну";0;1;0.000000;;;;;;Art-000455;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 29 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3270;1;;"На Головну";0;1;0.000000;;;;;;Art-000456;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 31 коричневий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3271;1;;"На Головну";0;1;0.000000;;;;;;Art-000457;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 31 маріне";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3272;1;;"На Головну";0;1;0.000000;;;;;;Art-000458;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 31 сахара";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3273;1;;"На Головну";0;1;0.000000;;;;;;Art-000459;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"6710 31 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3274;1;;"На Головну";48;1;0.000000;;;;;;Art-000460;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"68 128,60,20 білий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3275;1;;"На Головну";48;1;0.000000;;;;;;Art-000461;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"68 146,68,23 маріне";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3276;1;;"На Головну";72;1;0.000000;;;;;;Art-000462;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"697 25 маріне";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3277;1;;"На Головну";72;1;0.000000;;;;;;Art-000463;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"697 25 тем.-сір.меланж";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3278;1;;"На Головну";72;1;0.000000;;;;;;Art-000464;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"697 25 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3279;1;;"На Головну";120;1;0.000000;;;;;;Art-000465;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"699 25 тем.-сір.меланж";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3280;1;;"На Головну";0;1;0.000000;;;;;;Art-000466;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"70 20 метал";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3281;1;;"На Головну";0;1;0.000000;;;;;;Art-000467;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"70 20 тем.-сірий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3282;1;;"На Головну";0;1;0.000000;;;;;;Art-000468;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"70 20 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3283;1;;"На Головну";0;1;0.000000;;;;;;Art-000469;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"70 22 тем.-сірий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3284;1;;"На Головну";0;1;0.000000;;;;;;Art-000470;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"70 22 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3285;1;;"На Головну";0;1;0.000000;;;;;;Art-000471;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"728 25 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3286;1;;"На Головну";0;1;0.000000;;;;;;Art-000472;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"728 27 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3287;1;;"На Головну";0;1;0.000000;;;;;;Art-000473;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"728 29 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3288;1;;"На Головну";0;1;0.000000;;;;;;Art-000474;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"728 31 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3289;1;;"На Головну";144;1;0.000000;;;;;;Art-000475;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 12 блакитний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3290;1;;"На Головну";144;1;0.000000;;;;;;Art-000476;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 12 бузковий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3291;1;;"На Головну";144;1;0.000000;;;;;;Art-000477;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 12 маріне";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3292;1;;"На Головну";144;1;0.000000;;;;;;Art-000478;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 14 бузковий";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3293;1;;"На Головну";144;1;0.000000;;;;;;Art-000479;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 14 маріне";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3294;1;;"На Головну";144;1;0.000000;;;;;;Art-000480;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 14 сахара";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3295;1;;"На Головну";144;1;0.000000;;;;;;Art-000481;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 14 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3296;1;;"На Головну";144;1;0.000000;;;;;;Art-000482;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 14 червоний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3297;1;;"На Головну";144;1;0.000000;;;;;;Art-000483;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 16 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3298;1;;"На Головну";144;1;0.000000;;;;;;Art-000484;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 20 джинс";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3299;1;;"На Головну";144;1;0.000000;;;;;;Art-000485;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 20 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3300;1;;"На Головну";144;1;0.000000;;;;;;Art-000486;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 20 червоний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3301;1;;"На Головну";144;1;0.000000;;;;;;Art-000487;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 20 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3302;1;;"На Головну";144;1;0.000000;;;;;;Art-000488;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 22 бордо";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3303;1;;"На Головну";144;1;0.000000;;;;;;Art-000489;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 22 джинс";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3304;1;;"На Головну";144;1;0.000000;;;;;;Art-000490;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 22 маріне";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3305;1;;"На Головну";144;1;0.000000;;;;;;Art-000491;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 22 срібло";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3306;1;;"На Головну";144;1;0.000000;;;;;;Art-000492;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 22 червоний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3307;1;;"На Головну";144;1;0.000000;;;;;;Art-000493;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"75 22 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3308;1;;"На Головну";60;1;0.000000;;;;;;Art-000494;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"8002 140-146,68-72,1 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3309;1;;"На Головну";60;1;0.000000;;;;;;Art-000495;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"8002 152-158,76-80,2 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3310;1;;"На Головну";60;1;0.000000;;;;;;Art-000496;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"8018 140-146,68,22-23 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
3311;1;;"На Головну";48;1;0.000000;;;;;;Art-000497;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;"8028 116-122,60,19 чорний";;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
